subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"E2146002","E2146.x4","B-12","A,N","CS","Cross section for 12B(alpha,n)15N","1.15","3.65","26"," ","H.Ishiyama,T.Hashimoto,T.Ishikawa,K.Yamaguchi,Y.X.Watanabe,Y.Hirayama,N.Imai,H.Miyatake,M.H.Tanaka,N.Yoshikawa,S.C.Jeong,Y.Fuchi,T.Nomura,I.Katayama,H.Kawakami,S.Arai,M.Okada,M.Oyaizu,S.Mitsuoka,A.Osa,T.K.Sato,K.Nishio,M.Matsuda,S.Ichikawa,H.Ikezoe,Y.Mizoi,S.K.Das,T.Fukuda,T.Shimoda,K.Otsuki,T.Kajino","2008","C,2008MACKIN,(134) (2008); Report containing conference proc.: AIP-1120 177 (2009); C,2007TOKYO2,537 (2007)"
