subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"F0538002","F0538.x4","B-11","A,P","CS","Cross section for 11B(alpha,p)14C","0.9402","1.721","78"," ","A.Turowiecki,A.Saganek,M.Sieminski,E.Wesolowski,Z.Wilhelmi","1987","Nuclear Physics,Section A 468,29 (1987)"
"F0752003","F0752.x4","B-11","A,D","DA","Partial differential cross section d/dA for 11B(alpha,d)13C","23.0","25.0","32"," ","A.U.Aldzhauakhiri,A.V.Spasskij,I.B.Teplov,L.N.Fateeva","1967","Yadernaya Fizika 6,248 (1967); Soviet Journal of Nuclear Physics 6,180 (1968)"
"F0752005","F0752.x4","B-11","A,D","DA","Partial differential cross section d/dA for 11B(alpha,d)13C","17.157","21.995","16"," ","A.U.Aldzhauakhiri,A.V.Spasskij,I.B.Teplov,L.N.Fateeva","1967","Yadernaya Fizika 6,248 (1967); Soviet Journal of Nuclear Physics 6,180 (1968)"
"F0972002","F0972.x4","B-11","A,N","DA","Relative data Differential c/s with respect to angle for 11B(alpha,n)14N","2.15","5.38","117"," ","J.M.Calvert,N.H.Gale,J.B.Garg,K.Ramavataram","1962","Nuclear Physics 31,471 (1962)"
"F1058003","F1058.x4","B-11","A,P","DA","(( Relative data Differential c/s with respect to angle for 10B(alpha,p)13C )+( Relative data Differential c/s with respect to angle for 11B(alpha,p)14C ))","1.3575","3.3313","65"," ","L.C.Mcintyre Jr,J.A.Leavitt,M.D.Ashbaugh,Z.Lin,J.O.Stoner Jr","1992","Nucl. Instrum. Methods in Physics Res.,Sect.B 66,221 (1992)"
"F1138003","F1138.x4","B-11","A,EL","DA","Differential c/s with respect to angle for 11B(alpha,Elastic)11B","24.0","24.0","46"," ","A.E.Denisov,R.P.Kolalis,V.S.Sadkovsky,G.A.Feofilov","1976","Yadernaya Fizika 24,249 (1976); Soviet Journal of Nuclear Physics 24,129 (1977)"
"F1138007","F1138.x4","B-11","A,INL","DA","Partial differential cross section d/dA for 11B(alpha,Inelastic)11B","24.0","24.0","65"," ","A.E.Denisov,R.P.Kolalis,V.S.Sadkovsky,G.A.Feofilov","1976","Yadernaya Fizika 24,249 (1976); Soviet Journal of Nuclear Physics 24,129 (1977)"
"F1138008","F1138.x4","B-11","A,INL","DA","Partial differential cross section d/dA for 11B(alpha,Inelastic)11B","24.0","24.0","36"," ","A.E.Denisov,R.P.Kolalis,V.S.Sadkovsky,G.A.Feofilov","1976","Yadernaya Fizika 24,249 (1976); Soviet Journal of Nuclear Physics 24,129 (1977)"
"F1138009","F1138.x4","B-11","A,INL","DA","Partial differential cross section d/dA for 11B(alpha,Inelastic)11B","24.0","24.0","19"," ","A.E.Denisov,R.P.Kolalis,V.S.Sadkovsky,G.A.Feofilov","1976","Yadernaya Fizika 24,249 (1976); Soviet Journal of Nuclear Physics 24,129 (1977)"
"F1195002","F1195.x4","B-11","A,EL","DA","Differential c/s with respect to angle for 11B(alpha,Elastic)11B","3.8504","7.5023","83"," ","N.Moncoffre,N.Millard,H.Jaffrezic,J.Tousset","1990","Nucl. Instrum. Methods in Physics Res.,Sect.B 45,81 (1990)"
"O0815004","O0815.x4","B-11","A,P","DA","Partial differential cross section d/dA for 11B(alpha,p)14C","4.001","5.007","52"," ","G.Giorginis,P.Misaelides,A.Grametz,M.Conti","1996","Nucl. Instrum. Methods in Physics Res.,Sect.B 118,224 (1996)"
"T0090002","T0090.x4","B-11","A,EL","DA","Differential c/s with respect to angle for 11B(alpha,Elastic)11B","2.1","3.91","271"," ","J.J.Ramirez,R.A.Blue,H.R.Weller","1972","Physical Review,Part C,Nuclear Physics 5,17 (1972)"
