subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"12718002","12718.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","M.A.Islam,W.V.Prestwich,T.J.Kennett","1981","Nuclear Instrum.and Methods in Physics Res. 188,243 (1981)"
"12718003","12718.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","M.A.Islam,W.V.Prestwich,T.J.Kennett","1981","Nuclear Instrum.and Methods in Physics Res. 188,243 (1981)"
"12718003","12718.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","M.A.Islam,W.V.Prestwich,T.J.Kennett","1981","Nuclear Instrum.and Methods in Physics Res. 188,243 (1981)"
"12939002","12939.x4","N-14","N,EL","DA","Differential c/s with respect to angle for 14N(n,Elastic)14N","10.963","16.95","72"," ","J.A.Templon,J.H.Dave,C.R.Gould,S.Singkarat","1985","Nuclear Science and Engineering 91,451 (1985)"
"12939003","12939.x4","N-14","N,EL","CS","Cross section for 14N(n,Elastic)14N","10.963","16.95","3"," ","J.A.Templon,J.H.Dave,C.R.Gould,S.Singkarat","1985","Nuclear Science and Engineering 91,451 (1985)"
"13027002","13027.x4","N-14","N,P","CS","Maxwellian average Cross section for 14N(n,p)14C","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","A.R.Sattler","1959","Thesis or dissertation: Sattler  (1959)"
"13151002","13151.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","M.A.Islam,T.J.Kennett,W.V.Prestwich","1990","Nucl. Instrum. Methods in Physics Res.,Sect.A 287,460 (1990)"
"13151002","13151.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","M.A.Islam,T.J.Kennett,W.V.Prestwich","1990","Nucl. Instrum. Methods in Physics Res.,Sect.A 287,460 (1990)"
"13151003","13151.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","M.A.Islam,T.J.Kennett,W.V.Prestwich","1990","Nucl. Instrum. Methods in Physics Res.,Sect.A 287,460 (1990)"
"13151003","13151.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","M.A.Islam,T.J.Kennett,W.V.Prestwich","1990","Nucl. Instrum. Methods in Physics Res.,Sect.A 287,460 (1990)"
"13164002","13164.x4","N-14","N,P","CS","Cross section for 14N(n,p)14C","6.18e-08","0.0346","54"," ","P.E.Koehler,H.A.O'Brien","1989","Physical Review,Part C,Nuclear Physics 39,1655 (1989)"
"13650002","13650.x4","N-14","N,T","CS","Fission spectrum average Cross section for 14N(n,t)12C","4.4","4.4","1"," ","E.L.Fireman","1953","Physical Review 91,922 (1953)"
"13688002","13688.x4","N-14","N,G","CS","Spectrum average Cross section for 14N(n,gamma)15N","2.5299999999999998e-08","2.5299999999999998e-08","58"," ","E.T.Jurney,J.W.Starner,J.E.Lynn,S.Raman","1997","Physical Review,Part C,Nuclear Physics 56,118 (1997)"
