subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"31472005","31472.x4","Na-23","N,G","CS","(( Maxwellian average Cross section for 31P(n,gamma)32P )/( Maxwellian average Cross section for 23Na(n,gamma)24Na ))","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","E.T.Jozefowicz","1963","Nukleonika 8,437 (1963)"
"31472005","31472.x4","Na-23","N,G","CS","(( Maxwellian average Cross section for 31P(n,gamma)32P )/( Maxwellian average Cross section for 23Na(n,gamma)24Na ))","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","E.T.Jozefowicz","1963","Nukleonika 8,437 (1963)"
"31472005","31472.x4","Na-23","N,G","CS","Maxwellian average Cross section for 31P(n,gamma)32P","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","E.T.Jozefowicz","1963","Nukleonika 8,437 (1963)"
"31472005","31472.x4","Na-23","N,G","CS","Maxwellian average Cross section for 31P(n,gamma)32P","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","E.T.Jozefowicz","1963","Nukleonika 8,437 (1963)"
"31472006","31472.x4","Na-23","N,G","CS","(( Maxwellian average Cross section for 55Mn(n,gamma)56Mn )/( Maxwellian average Cross section for 23Na(n,gamma)24Na ))","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","E.T.Jozefowicz","1963","Nukleonika 8,437 (1963)"
"31472006","31472.x4","Na-23","N,G","CS","(( Maxwellian average Cross section for 55Mn(n,gamma)56Mn )/( Maxwellian average Cross section for 23Na(n,gamma)24Na ))","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","E.T.Jozefowicz","1963","Nukleonika 8,437 (1963)"
"31555007","31555.x4","Na-23","N,G","CS","Partial cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","Zs.Revay,T.Belgya,G.L.Molnar","2005","J.of Radioanalytical and Nuclear Chemistry 265,169 (2005)"
"31555007","31555.x4","Na-23","N,G","CS","Partial cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","Zs.Revay,T.Belgya,G.L.Molnar","2005","J.of Radioanalytical and Nuclear Chemistry 265,169 (2005)"
"31558010","31558.x4","Na-23","N,G","CS","Partial cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","2"," ","Zs.Revay,G.L.Molnar","2003","Radiochimica Acta 91,361 (2003); J.of Radioanalytical and Nuclear Chemistry 244,383 (2000)"
"31558010","31558.x4","Na-23","N,G","CS","Partial cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","2"," ","Zs.Revay,G.L.Molnar","2003","Radiochimica Acta 91,361 (2003); J.of Radioanalytical and Nuclear Chemistry 244,383 (2000)"
