subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"A0831004","A0831.x4","C-14","HE3,EL","DA","Differential c/s with respect to angle for 14C(He3,Elastic)14C","22.06","22.06","83"," ","A.S.Demyanova,A.A.Ogloblin,S.N.Ershov,F.A.Gareev,R.S.Kurmanov,E.F.Svinareva,S.A.Goncharov,V.V.Adodin,N.Burtebaev,J.M.Bang,J.S.Vaagen","1990","Physica Scripta T32,89 (1990)"
"A0831007","A0831.x4","C-14","HE3,T","DA","Partial differential cross section d/dA for 14C(He3,t)14N","22.6","22.6","246"," ","A.S.Demyanova,A.A.Ogloblin,S.N.Ershov,F.A.Gareev,R.S.Kurmanov,E.F.Svinareva,S.A.Goncharov,V.V.Adodin,N.Burtebaev,J.M.Bang,J.S.Vaagen","1990","Physica Scripta T32,89 (1990)"
