subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"30300002","30300.x4","Be-9","N,A","DA","Partial differential cross section d/dA for 9Be(n,alpha)6He","12.2","12.2","22"," ","W.Smolec,S.Burzynski,K.Rusek,I.M.Turkiewicz,J.Turkiewicz,P.Zupranski","1976","Nuclear Physics,Section A 257,397 (1976); Progress report: INR-1502 1 (1975); Progress report: INDC(SEC)-50 361 (1976); Progress report: INDC(SEC)-42 203 (1974); Report other than progress report: ZFK-271 112 (1974); Nukleonika 18,(12),603 (1973)"
"30300003","30300.x4","Be-9","N,A","DA","Partial differential cross section d/dA for 9Be(n,alpha)6He","14.1","14.1","24"," ","W.Smolec,S.Burzynski,K.Rusek,I.M.Turkiewicz,J.Turkiewicz,P.Zupranski","1976","Nuclear Physics,Section A 257,397 (1976); Progress report: INR-1502 1 (1975); Progress report: INDC(SEC)-50 361 (1976); Progress report: INDC(SEC)-42 203 (1974); Report other than progress report: ZFK-271 112 (1974); Nukleonika 18,(12),603 (1973)"
"30300004","30300.x4","Be-9","N,A","DA","Partial differential cross section d/dA for 9Be(n,alpha)6He","18.0","18.0","19"," ","W.Smolec,S.Burzynski,K.Rusek,I.M.Turkiewicz,J.Turkiewicz,P.Zupranski","1976","Nuclear Physics,Section A 257,397 (1976); Progress report: INR-1502 1 (1975); Progress report: INDC(SEC)-50 361 (1976); Progress report: INDC(SEC)-42 203 (1974); Report other than progress report: ZFK-271 112 (1974); Nukleonika 18,(12),603 (1973)"
"30531003","30531.x4","Be-9","N,A","CS","Cross section for 9Be(n,alpha)6He","14.7","14.7","1"," ","K.C.Garg,C.S.Khurana","1979","Indian Journal of Pure and Applied Physics 17,385 (1979)"
"30531004","30531.x4","Be-9","N,P","CS","Cross section for 9Be(n,p)9Li","14.7","14.7","1"," ","K.C.Garg,C.S.Khurana","1979","Indian Journal of Pure and Applied Physics 17,385 (1979)"
"30623002","30623.x4","Be-9","N,EL","DA","Differential c/s with respect to angle for 9Be(n,Elastic)9Be","14.7","14.7","7"," ","Chen Guanren,Wen Shenlin,Huang Tangzi,Bai Xixiang,Li Annli","1981","Chinese J.of Nuclear Physics (Beijing). 3,(4),320 (1981); Nuclear Science and Engineering 86,184 (1984)"
"30623005","30623.x4","Be-9","N,EL","CS","Cross section for 9Be(n,Elastic)9Be","14.7","14.7","1"," ","Chen Guanren,Wen Shenlin,Huang Tangzi,Bai Xixiang,Li Annli","1981","Chinese J.of Nuclear Physics (Beijing). 3,(4),320 (1981); Nuclear Science and Engineering 86,184 (1984)"
"30776002","30776.x4","Be-9","N,TOT","CS","Cross section for 9Be(n,Total)"," "," ","147"," ","M.Adib,A.Abdel-Kawy,R.M.A.Maayouf,Y.Eid,G.Shuriet,I.Hamouda","1979","Conf.on Nucl.Cross Sections F.Techn.,Knoxville 1979 ,101 (1979)"
"30818002","30818.x4","Be-9","N,T","CS","Cross section for 9Be(n,t)7Li","13.52","14.81","6"," ","Z.T.Body,F.Cserpak,J.Csikai,S.Sudar,K.Mihaly","1982","Conf.on Nucl.Data for Sci.and Technol.,Antwerp 1982 ,368 (1982); Progress report: INDC(HUN)-17 50 (1980); Private communication: Csikai  (1985)"
"30922002","30922.x4","Be-9","N,T","CS","Cross section for 9Be(n,t)7Li","14.6","14.6","1"," ","M.Zadro,S.Blagus,D.Miljanic,D.Rendic","1987","Nuclear Science and Engineering 95,79 (1987); Int.Conf.on Fast Neutr.Phys.,Dubrovnik,26-31 May 1986 ,271 (1986)"
